	60.5191466	34.0826408
	60.5187569	34.0811794
	60.5194389	34.0772822
	60.5179774	34.0752362
	60.51788	34.0724107
	60.5180749	34.0703647
	60.5193415	34.0662727
	60.5176034	34.0617567
	60.533076	34.0002495
	60.5420008	33.9647513
	60.5713561	33.8480329
	60.576597	33.8271947
	60.5822135	33.8054437
	60.5552661	33.7489647
	60.5468937	33.7314095
	60.5485305	33.6968109
	60.5514636	33.6400296
	60.5812773	33.5970233
	60.6086636	33.5822884
	60.6550163	33.5574733
	60.6741973	33.5527693
	60.7034182	33.54552
	60.7529151	33.5429181
	60.7811881	33.5423074
	60.7986618	33.5418599
	60.8262277	33.5413576
	60.8742226	33.5405285
	60.9027952	33.5399665
	60.9439574	33.5150844
	60.9459035	33.5134944
	60.9287078	33.4972033
	60.9258874	33.4977518
	60.9253405	33.4972305
	60.9235211	33.4976029
	60.9215677	33.4974539
	60.9194759	33.4982316
	60.9082182	33.4994855
	60.903217	33.5007583
	60.9016125	33.5020372
	60.8984498	33.501841
	60.8959714	33.5025452
	60.8949769	33.502486
	60.8941618	33.5027736
	60.893201	33.5024465
	60.8927432	33.5026045
	60.8922933	33.5029599
	60.8917724	33.5030586
	60.8914883	33.5029993
	60.8909279	33.5033811
	60.8899409	33.5035153
	60.8883706	33.5031968
	60.8877562	33.5032519
	60.8870209	33.5035917
	60.8864684	33.5043222
	60.8858606	33.5045986
	60.8832913	33.5052232
	60.8824864	33.5052436
	60.8509231	33.4820012
	60.8634248	33.4616233
	60.8664836	33.421487
	60.8243549	33.399798
	60.7592717	33.3436359
	60.7038369	33.2923734
	60.6340548	33.2281412
	60.612902	33.1868775
	60.6058475	33.1731321
	60.5833775	33.1299045
	60.5978837	33.095297
	60.6294139	33.0212334
	60.6337405	33.0039088
	60.6541746	32.9214314
	60.6649261	32.8776041
	60.6886991	32.7817361
	60.7095814	32.6958555
	60.7478436	32.6185296
	60.7764187	32.5593351
	60.7778957	32.5570741
	60.7816089	32.5494463
	60.814771	32.4812948
	60.8339864	32.3998876
	60.8474185	32.340298
	60.8590962	32.2664924
	60.8791967	32.2088094
	60.882921	32.197736
	60.8639632	32.1373621
	60.8427148	32.0688322
	60.8316968	32.0492082
	60.8225204	32.0328611
	60.8159668	32.0265393
	60.8173419	32.0192252
	60.8187522	32.0117237
	60.8201424	32.0085064
	60.8250445	31.9971609
	60.8277299	31.9909452
	60.8310091	31.9833543
	60.832519	31.979859
	60.825404	31.9687449
	60.8224952	31.9642008
	60.8227018	31.961064
	60.8233174	31.9517177
	60.8249639	31.9428932
	60.8258138	31.9383379
	60.8268781	31.9326332
	60.8274737	31.9294407
	60.8258401	31.9226955
	60.8250453	31.9194136
	60.823033	31.911104
	60.8213053	31.9039692
	60.8191276	31.894975
	60.8178956	31.8898861
	60.8178255	31.8870107
	60.8175444	31.8754785
	60.8174286	31.8707234
	60.8172442	31.8631594
	60.8171279	31.8583847
	60.8169635	31.8516402
	60.8168245	31.8459334
	60.8166793	31.8399742
	60.8165425	31.8343586
	60.8163534	31.8265956
	60.8162761	31.8234224
	60.816134	31.8175886
	60.8160141	31.8126657
	60.8157769	31.802927
	60.8156224	31.7965818
	60.8154892	31.7911094
	60.815336	31.7848184
	60.815165	31.7777947
	60.8150179	31.7717544
	60.814807	31.7630907
	60.8146658	31.7572892
	60.8145082	31.7508117
	60.8143812	31.7455926
	60.8142403	31.7398067
	60.8141316	31.7353365
	60.8138785	31.724937
	60.8136337	31.7148763
	60.8134835	31.7087013
	60.814987	31.7006798
	60.8162475	31.6939539
	60.8168151	31.6909252
	60.8189515	31.6795243
	60.8202504	31.6725924
	60.821868	31.6639582
	60.8225452	31.6603436
	60.8243906	31.6504928
	60.825736	31.6433102
	60.827581	31.6334597
	60.8283486	31.6293607
	60.829752	31.6218671
	60.8304571	31.6181013
	60.8316128	31.6119296
	60.8322799	31.6083664
	60.8343276	31.5974293
	60.8353337	31.5920555
	60.8369229	31.5835658
	60.8380867	31.5773484
	60.8397219	31.568611
	60.8409225	31.5625803
	60.8419141	31.5575988
	60.8435848	31.5492051
	60.8445552	31.5443292
	60.8460553	31.5367916
	60.8486974	31.5235139
	60.8493717	31.5201248
	60.8514942	31.5094568
	60.853881	31.4974591
	60.8549929	31.491869
	60.856057	31.4865192
	60.9095276	31.4797524
	61.0419254	31.4625939
	61.1741498	31.4454548
	61.3187061	31.4265614
	61.4515282	31.4094941
	61.5714213	31.3942331
	61.6062448	31.3888541
	61.7066673	31.375896
	61.7204513	31.3619052
	61.7705559	31.311667
	61.7783849	31.3022694
	61.7741193	31.2654263
	61.7699058	31.2508516
	61.770859	31.2450557
	61.7742169	31.2284074
	61.7768518	31.2139204
	61.7758336	31.2130773
	61.7743171	31.2131514
	61.7742305	31.2110763
	61.772584	31.2097052
	61.7715009	31.2075929
	61.7716308	31.2062588
	61.7723241	31.2056659
	61.7743605	31.2047024
	61.7763102	31.2028123
	61.7773263	31.2018654
	61.7778565	31.20103
	61.7785064	31.2007706
	61.7791563	31.2001406
	61.7812793	31.1999553
	61.7827091	31.1983246
	61.7827525	31.1968421
	61.7845289	31.1965456
	61.7850488	31.1960638
	61.785872	31.1959156
	61.7879084	31.1945072
	61.7889916	31.1920981
	61.7889049	31.1907638
	61.7893382	31.1894295
	61.7918079	31.187428
	61.7918079	31.1868349
	61.7921112	31.1859453
	61.7921978	31.1850928
	61.793411	31.1841661
	61.7944508	31.1822016
	61.7953174	31.1819792
	61.7952741	31.1809413
	61.7964439	31.1796809
	61.7960539	31.1776792
	61.7968772	31.1764559
	61.7971371	31.1755662
	61.7981337	31.1751955
	61.7983936	31.1743429
	61.797917	31.1737868
	61.7993901	31.1727489
	61.8003867	31.1700797
	61.8012532	31.1694124
	61.8019898	31.1685968
	61.8035929	31.1678182
	61.8045461	31.1657792
	61.8045894	31.1630357
	61.8047627	31.1611448
	61.8059326	31.160255
	61.8063658	31.1598101
	61.8048494	31.1577338
	61.8038095	31.1547676
	61.8043295	31.1539148
	61.8027697	31.1530249
	61.8023364	31.1504664
	61.8035062	31.1482786
	61.8030296	31.1464987
	61.8034196	31.1452009
	61.8060626	31.1450525
	61.8064525	31.1439771
	61.8072324	31.1427905
	61.8067125	31.140788
	61.8055426	31.1383404
	61.8074924	31.1363378
	61.8097454	31.1318133
	61.8090521	31.1303669
	61.8099187	31.1277336
	61.8112185	31.1235054
	61.8123017	31.1209832
	61.812605	31.1175336
	61.8113485	31.1158644
	61.8111752	31.1138984
	61.8136882	31.1094841
	61.8145114	31.1074067
	61.8162878	31.1041792
	61.8184542	31.1021388
	61.819364	31.1010258
	61.8208372	31.1002467
	61.8258198	31.0951268
	61.8282461	31.0937911
	61.8303692	31.0918618
	61.8315824	31.0884854
	61.8312791	31.0857025
	61.8309324	31.0822517
	61.829546	31.0804334
	61.829026	31.0787265
	61.8276396	31.0764628
	61.8265997	31.0744218
	61.826643	31.0717499
	61.8275096	31.0694119
	61.827163	31.0682985
	61.8276829	31.065812
	61.8275529	31.0651439
	61.8280295	31.0644017
	61.8278129	31.0637336
	61.8284195	31.0630656
	61.8288527	31.0619893
	61.8293293	31.0603191
	61.8288527	31.0588345
	61.8293727	31.0558651
	61.8283761	31.0543433
	61.8273796	31.0537123
	61.8275962	31.0522276
	61.8292427	31.0476248
	61.8307158	31.0463998
	61.8338354	31.0446923
	61.8340953	31.043987
	61.8348319	31.0435415
	61.8352218	31.0425392
	61.8355685	31.0420566
	61.8374749	31.040052
	61.8379515	31.0364139
	61.8390347	31.036451
	61.8386508	31.0352223
	61.8354818	31.0349289
	61.8347886	31.0343349
	61.834052	31.0344834
	61.8332721	31.0348175
	61.8307158	31.0346319
	61.8297626	31.0339265
	61.8280295	31.0324786
	61.8281162	31.0305109
	61.8279429	31.0291743
	61.8282895	31.0280233
	61.8286794	31.0268352
	61.829373	31.0255369
	61.8303259	31.0234936
	61.8329255	31.0204861
	61.8329688	31.0177755
	61.8324056	31.0163273
	61.8282461	31.0151391
	61.8272496	31.0136538
	61.8282461	31.0088634
	61.8275529	31.0072666
	61.8247366	31.0051498
	61.8238446	31.0008681
	61.8240717	30.9975173
	61.8270718	30.9864408
	61.826944	30.9833329
	61.826773	30.9808964
	61.8277262	30.9799678
	61.8350052	30.9781104
	61.8347019	30.9740985
	61.8330347	30.9722754
	61.8224025	30.9673258
	61.8210425	30.9654239
	61.8206205	30.9631389
	61.8194507	30.9612812
	61.8171544	30.9592378
	61.8165949	30.9576318
	61.8139502	30.9553312
	61.8077625	30.9524362
	61.806111	30.9497219
	61.7902842	30.9436405
	61.7880796	30.9403934
	61.785528	30.9332587
	61.7851005	30.929229
	61.7832193	30.917785
	61.7819654	30.911189
	61.7837057	30.9056458
	61.7849647	30.9009352
	61.7856121	30.8966117
	61.7873452	30.8944553
	61.7913746	30.8907
	61.7945375	30.8871678
	61.7961839	30.8834494
	61.7959677	30.8800927
	61.7928655	30.8715054
	61.792721	30.8672981
	61.7938642	30.8629467
	61.7981406	30.8498737
	61.8038959	30.8433878
	61.804808	30.8394274
	61.8036063	30.8352956
	61.8016237	30.8325765
	61.796962	30.8306748
	61.7945149	30.8286757
	61.7909933	30.8257989
	61.7863074	30.82256
	61.7840771	30.8206645
	61.7783839	30.8147395
	61.7739621	30.8093272
	61.7715345	30.8086404
	61.765799	30.8027227
	61.7445693	30.7806815
	61.7219451	30.7567072
	61.7059509	30.7399732
	61.5931423	30.6218643
	61.5846833	30.6130331
	61.528695	30.5559617
	61.5117145	30.538584
	61.461496	30.4850372
	61.4028358	30.422452
	61.3431915	30.3587755
	61.293325	30.30608
	61.243373	30.2532657
	61.1736538	30.1792752
	61.1034666	30.1047319
	61.094819	30.0955321
	61.0346146	30.0313412
	60.9743855	29.9670825
	60.8976706	29.8851747
	60.872855	29.8585456
	60.9892752	29.8248081
	61.0971775	29.7935288
	61.2392372	29.7523329
	61.3818905	29.7109479
	61.4731084	29.6844757
	61.5638535	29.6581339
	61.6765957	29.6248922
	61.7861044	29.5925934
	61.8972944	29.5597881
	62.0078252	29.5271667
	62.12216	29.4932256
	62.2392922	29.4584424
	62.3546553	29.4241728
	62.4710419	29.3895874
	62.5530967	29.3969825
	62.6642537	29.4068885
	62.7775449	29.4169836
	62.8908831	29.427082
	63.0138617	29.4380661
	63.1217435	29.4477009
	63.2330811	29.4576433
	63.2373797	29.4555164
	63.2467081	29.4535597
	63.2527744	29.4544901
	63.2670744	29.4574396
